SEXO,EDAD
Hombre,25
Mujer,25
Hombre,15
Mujer,18
Mujer,20
Mujer,8
Mujer,13
Hombre,5
Hombre,8
Hombre,6
Mujer,11
Hombre,12
Mujer,16
Mujer,18
Mujer,16
Mujer,4
Mujer,5
Hombre,8
Mujer,23
Hombre,5
Mujer,8
Hombre,3
Mujer,12
Mujer,15
Mujer,23
Hombre,19
Hombre,23
Mujer,23
Mujer,5
Mujer,26
Hombre,26
Hombre,23
Mujer,23
Hombre,25
Hombre,25
Hombre,28
Mujer,3
Hombre,11
Mujer,19
Mujer,9
Hombre,14
Mujer,17
Hombre,22
Mujer,12
Hombre,17
Mujer,3
Mujer,29
Mujer,10
Hombre,17
Mujer,19
Mujer,21
Hombre,25
Mujer,16
Hombre,18
Mujer,6
Hombre,4
Hombre,26
Mujer,28
Mujer,26
Hombre,29
Hombre,14
Hombre,17
Hombre,4
Mujer,20
Hombre,23
Hombre,29
Mujer,7
Hombre,5
Mujer,24
Hombre,17
Mujer,29
Mujer,19
Mujer,23
Mujer,27
Hombre,10
Hombre,11
Mujer,15
Mujer,24
Mujer,12
Mujer,15
Mujer,15
Hombre,19
Mujer,6
Mujer,7
Mujer,4
Mujer,3
Mujer,9
Mujer,25
Mujer,7
Hombre,9
Hombre,12
Mujer,12
Mujer,15
Hombre,19
Mujer,6
Mujer,27
Mujer,21
Hombre,7
Hombre,9
Mujer,13
Mujer,12
Mujer,14
Mujer,19
Mujer,18
Hombre,4
Hombre,21
Mujer,28
Mujer,22
Hombre,25
Mujer,24
Hombre,19
Hombre,7
Mujer,17
Mujer,19
Mujer,18
Hombre,20
Hombre,4
Mujer,27
Mujer,7
Mujer,20
Hombre,7
Hombre,17
Mujer,16
Hombre,8
Hombre,10
Hombre,27
Hombre,28
Mujer,10
Hombre,13
Mujer,16
Mujer,17
Hombre,22
Mujer,20
Mujer,22
Mujer,25
Hombre,4
Mujer,6
Hombre,10
Hombre,29
Mujer,5
Hombre,18
Mujer,19
Hombre,19
Mujer,6
Mujer,12
Mujer,14
Hombre,29
Mujer,10
Mujer,13
Hombre,19
Hombre,6
Mujer,8
Mujer,13
Mujer,21
Mujer,6
Mujer,18
Mujer,7
Mujer,26
Mujer,7
Mujer,9
Hombre,25
Mujer,13
Mujer,17
Hombre,5
Mujer,10
Mujer,27
Hombre,29
Hombre,17
Hombre,23
Mujer,10
Mujer,14
Mujer,17
Hombre,18
Mujer,21
Mujer,22
Hombre,25
Hombre,10
Mujer,13
Mujer,18
Mujer,5
Hombre,11
Mujer,12
Hombre,9
Hombre,29
Hombre,19
Hombre,5
Mujer,8
Hombre,26
Hombre,4
Hombre,18
Hombre,11
Hombre,17
Hombre,20
Mujer,24
Hombre,15
Mujer,18
Mujer,21
Mujer,25
Mujer,26
Mujer,18
Hombre,22
Hombre,10
Hombre,20
Mujer,6
Mujer,24
Mujer,11
Mujer,19
Hombre,5
Hombre,12
Hombre,14
Hombre,13
Hombre,20
Hombre,11
Mujer,15
Hombre,15
Hombre,17
Mujer,4
Mujer,7
Hombre,22
Mujer,23
Mujer,25
Hombre,26
Hombre,8
Mujer,22
Mujer,24
Hombre,24
Hombre,20
Mujer,22
Hombre,7
Hombre,14
Hombre,25
Mujer,10
Mujer,12
Hombre,26
Hombre,15
Hombre,12
Mujer,14
Mujer,18
Hombre,29
Hombre,3
Mujer,7
Mujer,26
Hombre,28
Hombre,6
Mujer,9
Mujer,28
Mujer,24
Hombre,26
Hombre,11
Hombre,11
Hombre,15
Hombre,8
Hombre,12
Hombre,16
Mujer,4
Hombre,9
Hombre,14
Mujer,5
Mujer,6
Hombre,8
Mujer,9
Hombre,11
Hombre,12
Mujer,15
Mujer,16
Mujer,17
Hombre,19
Hombre,21
Hombre,22
Hombre,10
Hombre,21
Mujer,22
Mujer,23
Mujer,16
Mujer,12
Mujer,12
Hombre,5
Hombre,8
Hombre,18
Mujer,22
Mujer,6
Mujer,11
Mujer,12
Mujer,25
Mujer,28
Mujer,6
Hombre,8
Hombre,11
Mujer,14
Hombre,24
Mujer,28
Hombre,10
Hombre,15
Hombre,4
Hombre,7
Hombre,14
Mujer,21
Hombre,18
Hombre,22
Hombre,19
Mujer,21
Hombre,23
Hombre,25
Mujer,11
Mujer,18
Hombre,21
Hombre,18
Hombre,20
Hombre,9
Hombre,12
Mujer,15
Mujer,3
Mujer,4
Mujer,17
Hombre,20
Hombre,26
Mujer,26
Hombre,3
Hombre,16
Mujer,19
Hombre,11
Mujer,19
Mujer,21
Hombre,4
Mujer,7
Hombre,6
Mujer,8
Hombre,9
Hombre,9
Mujer,10
Mujer,26
Mujer,11
Hombre,13
Hombre,9
Hombre,11
Mujer,8
Mujer,12
Mujer,13
Hombre,17
Mujer,20
Hombre,21
Mujer,7
Mujer,9
Hombre,13
Mujer,17
Hombre,18
Mujer,23
Mujer,6
Hombre,23
Hombre,3
Mujer,6
Mujer,25
Hombre,26
Hombre,6
Hombre,11
Mujer,29
Mujer,5
Mujer,7
Hombre,20
Hombre,20
Mujer,22
Mujer,24
Mujer,26
Hombre,27
Mujer,4
Hombre,12
Mujer,16
Mujer,18
Mujer,21
Hombre,23
Mujer,11
Hombre,22
Mujer,18
Hombre,19
Hombre,23
Mujer,4
Mujer,4
Mujer,26
Hombre,13
Mujer,23
Mujer,25
Mujer,3
Hombre,3
Mujer,6
Mujer,22
Mujer,28
Hombre,28
Mujer,13
Hombre,17
Hombre,20
Hombre,4
Mujer,6
Mujer,14
Mujer,4
Hombre,5
Mujer,24
Mujer,24
Hombre,28
Mujer,8
Mujer,25
Hombre,22
Mujer,25
Hombre,4
Hombre,7
Mujer,23
Mujer,23
Hombre,25
Hombre,29
Mujer,8
Mujer,28
Hombre,12
Hombre,15
Hombre,18
Hombre,20
Hombre,22
Hombre,8
Mujer,8
Mujer,12
Hombre,15
Mujer,8
Hombre,23
Mujer,5
Mujer,10
Mujer,13
Hombre,21
Hombre,23
Hombre,10
Hombre,14
Mujer,25
Mujer,8
Hombre,22
Hombre,26
Mujer,22
Mujer,25
Mujer,11
Hombre,19
Hombre,22
Mujer,19
Hombre,20
Mujer,15
Hombre,18
Mujer,9
Mujer,12
Mujer,16
Hombre,6
Mujer,10
Hombre,12
Mujer,26
Hombre,27
Mujer,28
Hombre,29
Hombre,6
Mujer,24
Hombre,27
Mujer,17
Mujer,24
Hombre,3
Hombre,4
Hombre,5
Hombre,7
Hombre,10
Hombre,20
Mujer,21
Mujer,25
Mujer,27
Hombre,11
Hombre,18
Hombre,5
Hombre,8
Mujer,10
Mujer,12
Hombre,14
Mujer,5
Hombre,15
Mujer,20
Hombre,29
Hombre,11
Hombre,25
Mujer,23
Hombre,23
Mujer,25
Hombre,28
Hombre,8
Mujer,24
Hombre,28
Mujer,3
Mujer,9
Hombre,22
Mujer,23
Mujer,25
Mujer,26
Hombre,7
Hombre,25
Mujer,15
Mujer,21
Hombre,25
Mujer,26
Mujer,13
Hombre,22
Hombre,13
Hombre,16
Hombre,8
Mujer,19
Hombre,22
Mujer,29
Mujer,3
Hombre,6
Hombre,12
Mujer,5
Mujer,10
Mujer,15
Hombre,19
Mujer,15
Hombre,17
Mujer,22
Hombre,25
Hombre,14
Mujer,8
Mujer,12
Mujer,15
Hombre,18
Hombre,25
Mujer,6
Hombre,9
Mujer,29
Mujer,12
Hombre,21
Mujer,24
Mujer,7
Mujer,17
Mujer,19
Hombre,4
Mujer,22
Hombre,25
Hombre,28
Hombre,4
Mujer,29
Mujer,19
Mujer,21
Mujer,25
Hombre,27
Hombre,10
Hombre,15
Hombre,12
Hombre,15
Mujer,24
Hombre,19
Hombre,5
Hombre,7
Mujer,22
Hombre,28
Mujer,19
Mujer,4
Mujer,20
Hombre,22
Hombre,24
Hombre,25
Mujer,27
Mujer,28
Mujer,29
Mujer,6
Mujer,6
Mujer,23
Hombre,23
Mujer,13
Hombre,16
Hombre,20
Mujer,10
Mujer,13
Mujer,27
Hombre,27
Mujer,5
Mujer,7
Mujer,9
Mujer,13
Mujer,16
Mujer,19
Hombre,22
Mujer,4
Mujer,6
Hombre,12
Mujer,12
Mujer,12
Mujer,14
Hombre,22
Hombre,26
Mujer,7
Mujer,10
Mujer,26
Hombre,4
Hombre,8
Mujer,25
Hombre,26
Hombre,7
Mujer,13
Hombre,28
Hombre,13
Mujer,16
Hombre,19
Mujer,21
Mujer,15
Hombre,23
Hombre,15
Hombre,18
Hombre,24
Hombre,14
Mujer,13
Mujer,7
Mujer,10
Hombre,13
Mujer,6
Mujer,7
Mujer,29
Hombre,12
Mujer,11
Mujer,16
Hombre,7
Mujer,15
Mujer,20
Hombre,21
Hombre,26
Hombre,8
Mujer,13
Mujer,16
Hombre,10
Hombre,11
Hombre,12
Hombre,13
Mujer,14
Hombre,4
Mujer,6
Hombre,7
Hombre,7
Mujer,20
Hombre,22
Mujer,25
Hombre,10
Mujer,29
Hombre,10
Mujer,12
Hombre,18
Hombre,3
Mujer,15
Hombre,5
Mujer,21
Mujer,25
Hombre,17
Hombre,18
Hombre,20
Mujer,20
Hombre,28
Hombre,9
Mujer,20
Mujer,26
Hombre,29
Hombre,6
Hombre,14
Mujer,22
Mujer,24
Mujer,16
Mujer,18
Mujer,22
Hombre,4
Hombre,11
Mujer,14
Mujer,20
Mujer,8
Mujer,22
Mujer,5
Mujer,6
Hombre,9
Hombre,15
Mujer,13
Hombre,18
Hombre,23
Mujer,25
Hombre,12
Hombre,19
Mujer,10
Hombre,12
Mujer,18
Hombre,24
Mujer,5
Mujer,7
Hombre,14
Hombre,6
Mujer,7
Mujer,11
Hombre,23
Mujer,12
Hombre,27
Hombre,25
Mujer,7
Mujer,7
Mujer,27
Hombre,3
Hombre,17
Mujer,22
Mujer,23
Hombre,23
Hombre,27
Mujer,28
Hombre,29
Hombre,3
Hombre,8
Mujer,28
Mujer,5
Mujer,6
Hombre,16
Mujer,19
Mujer,20
Hombre,8
Mujer,12
Mujer,15
Hombre,3
Hombre,6
Mujer,24
Hombre,24
Mujer,3
Mujer,5
Mujer,13
Mujer,21
Hombre,4
Mujer,7
Mujer,11
Mujer,19
Hombre,22
Hombre,24
Hombre,29
Hombre,4
Mujer,10
Hombre,17
Mujer,18
Mujer,18
Hombre,24
Mujer,3
Mujer,12
Mujer,21
Mujer,22
Hombre,24
Hombre,23
Hombre,9
Hombre,22
Mujer,6
Mujer,11
Hombre,22
Hombre,6
Mujer,11
Hombre,25
Hombre,5
Hombre,6
Mujer,27
Hombre,28
Mujer,29
Mujer,9
Mujer,25
Hombre,7
Mujer,22
Hombre,26
Mujer,5
Mujer,22
Mujer,24
Mujer,6
Mujer,11
Hombre,7
Hombre,18
Mujer,9
Mujer,11
Hombre,16
Mujer,29
Mujer,13
Mujer,15
Hombre,17
Hombre,12
Hombre,15
Mujer,19
Hombre,18
Hombre,21
Mujer,4
Mujer,8
Mujer,20
Hombre,22
Mujer,25
Hombre,17
Mujer,22
Hombre,25
Hombre,21
Mujer,8
Mujer,26
Hombre,9
Hombre,17
Hombre,22
Mujer,18
Mujer,20
Hombre,25
Mujer,8
Hombre,27
Mujer,29
Mujer,16
Mujer,19
Mujer,24
Hombre,14
Mujer,23
Mujer,17
Hombre,18
Mujer,21
Hombre,18
Hombre,22
Hombre,28
Hombre,10
Hombre,12
Mujer,4
Mujer,7
Mujer,8
Mujer,9
Mujer,10
Hombre,13
Mujer,20
Hombre,8
Mujer,11
Mujer,5
Hombre,16
Hombre,24
Mujer,26
Mujer,4
Hombre,9
Hombre,11
Hombre,13
Mujer,4
Mujer,16
Mujer,20
Hombre,18
Hombre,22
Hombre,18
Mujer,17
Hombre,11
Hombre,22
Mujer,20
Hombre,28
Hombre,13
Hombre,18
Mujer,21
Mujer,3
Hombre,8
Mujer,10
Hombre,25
Hombre,3
Mujer,10
Mujer,25
Hombre,29
Hombre,25
Mujer,20
Mujer,26
Mujer,29
Mujer,5
Hombre,16
Mujer,15
Mujer,20
Hombre,23
Mujer,17
Hombre,18
Hombre,19
Hombre,4
Mujer,13
Mujer,14
Mujer,28
Hombre,18
Hombre,21
Hombre,24
Hombre,27
Hombre,28
Hombre,20
Hombre,22
Hombre,22
Mujer,20
Hombre,22
Hombre,25
Hombre,8
Mujer,18
Hombre,4
Hombre,4
Mujer,10
Hombre,11
Mujer,7
Hombre,24
Hombre,26
Mujer,28
Hombre,14
Hombre,5
Mujer,28
Hombre,19
Hombre,28
Mujer,14
Hombre,16
Hombre,26
Hombre,6
Hombre,12
Mujer,17
Mujer,18
Hombre,11
Hombre,14
Mujer,8
Mujer,24
Hombre,25
Hombre,24
Hombre,7
Mujer,22
Hombre,23
Mujer,26
Hombre,10
Hombre,4
Mujer,29
Mujer,25
Mujer,3
Mujer,13
Hombre,15
Mujer,19
Mujer,4
Hombre,11
Hombre,18
Mujer,15
Hombre,17
Hombre,23
Hombre,18
Mujer,22
Mujer,15
Mujer,20
Hombre,22
Hombre,5
Mujer,15
Hombre,18
Mujer,11
Mujer,17
Hombre,5
Mujer,7
Mujer,26
Hombre,27
Mujer,22
Mujer,4
Mujer,24
Hombre,25
Mujer,6
Hombre,8
Mujer,13
Hombre,5
Mujer,6
Hombre,13
Hombre,15
Mujer,18
Mujer,21
Hombre,5
Hombre,8
Mujer,14
Mujer,6
Hombre,8
Mujer,12
Hombre,7
Mujer,8
Mujer,23
Hombre,26
Hombre,15
Mujer,20
Hombre,18
Mujer,27
Hombre,29
Hombre,3
Hombre,12
Hombre,20
Mujer,23
Mujer,6
Hombre,5
Hombre,8
Mujer,26
Hombre,10
Mujer,12
Mujer,16
Hombre,17
Mujer,23
Mujer,7
Hombre,9
Mujer,13
Hombre,15
Hombre,17
Mujer,19
Mujer,14
Hombre,22
Mujer,27
Hombre,29
Mujer,14
Mujer,12
Hombre,14
Mujer,20
Hombre,21
Hombre,16
Hombre,17
Hombre,15
Hombre,17
Hombre,22
Hombre,6
Mujer,6
Mujer,24
Hombre,26
Mujer,18
Mujer,21
Hombre,25
Mujer,4
Hombre,5
Mujer,10
Mujer,13
Hombre,17
Hombre,15
Hombre,19
Hombre,22
Hombre,11
Hombre,19
Mujer,22
Hombre,7
Mujer,26
Hombre,15
Mujer,6
Hombre,10
Mujer,15
Hombre,4
Hombre,8
Hombre,13
Hombre,13
Mujer,8
Mujer,15
Mujer,22
Hombre,22
Mujer,3
Hombre,8
Mujer,15
Hombre,18
Mujer,21
Hombre,21
Mujer,23
Hombre,24
Hombre,7
Mujer,16
Mujer,19
Mujer,19
Mujer,20
Hombre,29
Mujer,5
Mujer,10
Mujer,16
Hombre,18
Mujer,25
Hombre,4
Hombre,11
Hombre,14
Mujer,18
Hombre,15
Hombre,17
Hombre,16
Mujer,22
Mujer,26
Hombre,27
Mujer,5
Mujer,7
Hombre,6
Mujer,11
Mujer,12
Hombre,14
Hombre,3
Mujer,8
Hombre,6
Hombre,11
Mujer,13
Mujer,14
Hombre,3
Hombre,9
Mujer,4
Mujer,13
Mujer,14
Mujer,23
Mujer,28
Hombre,28
Mujer,28
Hombre,7
Hombre,15
Mujer,19
Mujer,26
Mujer,4
Mujer,5
Mujer,26
Hombre,13
Hombre,18
Hombre,8
Hombre,12
Hombre,5
Mujer,5
Mujer,11
Hombre,22
Mujer,23
